molecule_id,final_score,epoch_number,target_protein,miner_uid,smiles,miner_hotkey,miner_coldkey,created_at
rxn:1:43756:39638,0.1590499830245972,23169.0,Q4QQW4,41.0,Cc1cc(C=O)cnc1N(C)Cc1cn(-c2ccc(I)cc2F)nn1,5DfWzqT3eydoTBzTh1oby9ZoYYWsP4bQ4NWrhRzf47xoepjd,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:42573:32421,0.1582448534343554,23193.0,Q4QQW4,63.0,NNC(=O)c1ccc(C#CCn2cc(-c3ncc(Br)[nH]3)nn2)s1,5Ek25STm4aUT4CeKkLNzjTgXVy4LaNp8vdjoNFtX5w5UGDWT,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T02:30:14+00:00
rxn:1:58934:23379,0.1555363786847968,23189.0,Q4QQW4,57.0,Cc1cccc(S(=O)(=O)n2cc(CCCS)nn2)c1,5DepSUKmnctbQs9G6c2pjgr7ZCD9y8ZTtJw5iRXVePhvmD5X,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-09T21:45:13+00:00
rxn:1:50325:39443,0.1551950120925903,23189.0,Q4QQW4,34.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ccns4)nn3)C2(F)F)s1,5DhS6oYFqaHaJLjPUNefoCJSrUsizGsXPeNUg4AB4c8dzQya,5ERJS9fpDW6WhC62Ug5ynXoojqsNeNVruwJj3GSCbGicJx5s,2026-06-09T21:45:13+00:00
rxn:1:41711:23819,0.1548883368571599,23189.0,Q4QQW4,44.0,Brc1cc(I)ccc1-n1cc(C2(n3ccnn3)CCSCC2)nn1,5FpRmU4tvJmF34RHSYNi1MjJyJCyhXqWRF7xzAQezLXDByA9,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-09T21:45:13+00:00
rxn:1:62904:23379,0.1543450481013248,23189.0,Q4QQW4,8.0,C[C@@H](c1ccc(Br)cc1F)n1cc(CCCS)nn1,5HbYAsFP83TgTc2n6HjvEdNo4SLuBNa95axFAvdt858Quju5,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-09T21:45:13+00:00
rxn:1:62070:23379,0.1543450481013248,23189.0,Q4QQW4,26.0,C[C@@H](c1ccc(Br)cc1F)n1cc(CCCS)nn1,5GnaLUR9kQKNoJvcmyMSyTdgSmSCHnVuxo41Ut8TkWUBoSRc,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-09T21:45:13+00:00
rxn:1:42127:23379,0.1541496703499242,23189.0,Q4QQW4,63.0,CC(c1ccc(Br)cc1F)n1cc(CCCS)nn1,5Ek25STm4aUT4CeKkLNzjTgXVy4LaNp8vdjoNFtX5w5UGDWT,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-09T21:45:13+00:00
rxn:1:50325:32421,0.1525448927512536,23169.0,Q4QQW4,11.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ncc(Br)[nH]4)nn3)C2(F)F)s1,5DPfpjUqjCqr4fXah2xM64pVW7fBwpPNzFFf6c9waVXiP5BB,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-08T21:41:10+00:00
rxn:1:59871:23819,0.1521830701828003,23169.0,Q4QQW4,36.0,Fc1cc(I)cc(F)c1-n1cc(C2(n3ccnn3)CCSCC2)nn1,5G3tURqSqSMC2Ed7wBiEjJuwtW96131foGrd6gnCSxRfcCoP,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-08T21:41:10+00:00
rxn:1:43730:23819,0.1519670685132345,23213.0,Q4QQW4,60.0,Brc1ccc(-n2cc(C3(n4ccnn4)CCSCC3)nn2)c(I)c1,5DHyJYdpU4yditLtgpgW3sVMGDWV9jCKE6S155YLa4RakXoz,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-11T02:32:45+00:00
rxn:1:43756:23819,0.1516327783465385,23169.0,Q4QQW4,56.0,Fc1cc(I)ccc1-n1cc(C2(n3ccnn3)CCSCC2)nn1,5C5NXpbaYFuB11bYP5rNPguQmZWMfwWupFULbJnFbsqwdHKb,5F7TexzUicpdUCtrDUK54n14Kdt8Scc2AaFnZZdGN4JecHaE,2026-06-08T21:41:10+00:00
rxn:1:50325:657,0.15109375,23169.0,Q4QQW4,44.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ncc[nH]4)nn3)C2(F)F)s1,5D5WR3gFdY4VkM7FFD7SbEU8vE2J22jC2vdsjhyhPqWSdmZe,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-08T21:41:10+00:00
rxn:1:50325:39395,0.150333468914032,23189.0,Q4QQW4,56.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cncs4)nn3)C2(F)F)s1,5EyaVBUQAoZ1HdUBCRRVmJqxp5Yoi5E4JHPVrQLmx7zRMmUk,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-09T21:45:13+00:00
rxn:1:50325:39106,0.1492042326927185,23193.0,Q4QQW4,20.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cn[nH]c4)nn3)C2(F)F)s1,5GrjSpB1MLhwS8hCHgKYktfu9hTavi1aCkuHN9PdzArtxhiX,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-10T02:30:14+00:00
rxn:1:64149:6341,0.1490602845495397,23213.0,Q4QQW4,15.0,O=C(Cl)OC1(c2cn(Cc3ccc(I)cc3)nn2)CCSC1,5HTntEqAxjRZTyWgRGUWQLexcq5jzqhUyAyKPU4wKcGdgmT6,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-11T02:32:45+00:00
rxn:1:62071:23379,0.1488272265384072,23169.0,Q4QQW4,17.0,C[C@H](c1ccc(Br)cc1F)n1cc(CCCS)nn1,5EepKrEevANhhjQvBxiSYY6dL2n8nxSbFyq72yMiPTRWFPSU,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:41711:39638,0.1486911487579346,23169.0,Q4QQW4,2.0,Cc1cc(C=O)cnc1N(C)Cc1cn(-c2ccc(I)cc2Br)nn1,5F4QDXd8LDZJ2LZJTcfzX8WFmTx4bMNxMnzStHQJGhz5hAcH,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-08T21:41:10+00:00
rxn:1:43756:23626,0.1486384597691623,23189.0,Q4QQW4,40.0,CC(c1cn(-c2ccc(I)cc2F)nn1)n1cc(C=O)cn1,5EepKrEevANhhjQvBxiSYY6dL2n8nxSbFyq72yMiPTRWFPSU,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-09T21:45:13+00:00
rxn:1:65513:23819,0.1483705743499424,23193.0,Q4QQW4,21.0,Ic1ccc(-n2cc(C3(n4ccnn4)CCSCC3)nn2)cc1,5DEyd2sKqXJMxJ1Fct5UWgPssks3vmqciedzBKcV3c5nxQFa,5DZXbYUsMahTTBxotNEegTKXT5FLyPjCvHs9nnnA73TtPNYh,2026-06-10T02:30:14+00:00
rxn:1:59871:5723,0.1482051229476929,23193.0,Q4QQW4,34.0,CCC(Oc1ccc(O)cc1)c1cn(-c2c(F)cc(I)cc2F)nn1,5DhS6oYFqaHaJLjPUNefoCJSrUsizGsXPeNUg4AB4c8dzQya,5ERJS9fpDW6WhC62Ug5ynXoojqsNeNVruwJj3GSCbGicJx5s,2026-06-10T02:30:14+00:00
rxn:1:48865:2180,0.148001965880394,23189.0,Q4QQW4,32.0,CSCC(N)c1cn(-c2ccc(CN(C)C)cc2)nn1,5GmtNRR8rcmLfC2ftC7dofFWemqaToHFJEjN65R8nhfrDhaf,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-09T21:45:13+00:00
rxn:1:44021:23379,0.1479685494774266,23206.0,Q4QQW4,37.0,Cc1ccccc1S(=O)(=O)n1cc(CCCS)nn1,5GmtNRR8rcmLfC2ftC7dofFWemqaToHFJEjN65R8nhfrDhaf,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T18:09:29+00:00
rxn:1:62688:39639,0.1472136011490455,23169.0,Q4QQW4,25.0,Cc1nn(C)c(N(C)Cc2cn(-c3cc(I)cc(I)c3I)nn2)c1C=O,5FpRmU4tvJmF34RHSYNi1MjJyJCyhXqWRF7xzAQezLXDByA9,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:61827:39635,0.1470399951934814,23193.0,Q4QQW4,22.0,CN(Cc1cn(-c2ccc(I)c(Br)c2)nn1)c1ncnc(Cl)c1C=O,5CQ4v4QV2UR9QCpxozJqXTumPLySZYUk4Jfn7VvzYQaNBUiw,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T02:30:14+00:00
rxn:1:41711:14754,0.1468536406755447,23205.0,Q4QQW4,4.0,CC(Oc1ncc(N)cc1Br)c1cn(-c2ccc(I)cc2Br)nn1,5EJDguDZhDm4dKpUgf1y6nGcoRHjmFpbtYMwMhWSm6GZncnB,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-10T17:02:24+00:00
rxn:1:65513:39639,0.1468531290690104,23205.0,Q4QQW4,8.0,Cc1nn(C)c(N(C)Cc2cn(-c3ccc(I)cc3)nn2)c1C=O,5HbYAsFP83TgTc2n6HjvEdNo4SLuBNa95axFAvdt858Quju5,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T17:02:24+00:00
rxn:1:50325:2783,0.1461917368265299,23213.0,Q4QQW4,12.0,Cc1cc(-c2cn(CC3C(c4ccc(C(=O)NN)s4)C3(F)F)nn2)n[nH]1,5Cf7GeZrmBJDCj6RVat3fcQUhfdFAT3MfwyYdzZEndP4NPTe,5CAHGGttoG4vwhnovZragtmJbp7GkNVrUXbqMrfUxiYXAPJn,2026-06-11T02:32:45+00:00
rxn:1:43756:6602,0.1461881995201111,23189.0,Q4QQW4,59.0,Cc1nn2ccn(Cc3cn(-c4ccc(I)cc4F)nn3)c2c1C#N,5ETvRCP9W3YKQKVZXKqi2KnnmDnSLnVmPQoxBDTy6SNRWaeR,5GjmEbUrTzr9ckoKRkziwm89QdY94DhEK2YAYhdErYSp68EL,2026-06-09T21:45:13+00:00
rxn:1:59871:23811,0.1461134624481201,23189.0,Q4QQW4,35.0,Fc1cc(I)cc(F)c1-n1cc(C2(n3cncn3)CCSCC2)nn1,5EbkgiLWxKj4T2UTUqFnF7sJEhAmFGme4oGpKWiVrS1YjPGi,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-09T21:45:13+00:00
rxn:1:50325:38974,0.1460417413711548,23193.0,Q4QQW4,26.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cscn4)nn3)C2(F)F)s1,5GnaLUR9kQKNoJvcmyMSyTdgSmSCHnVuxo41Ut8TkWUBoSRc,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T02:30:14+00:00
rxn:1:62192:2180,0.1458402546969327,23189.0,Q4QQW4,21.0,CSCC(N)c1cn(-c2ccc(CN3CCCC3)cc2)nn1,5DEyd2sKqXJMxJ1Fct5UWgPssks3vmqciedzBKcV3c5nxQFa,5DZXbYUsMahTTBxotNEegTKXT5FLyPjCvHs9nnnA73TtPNYh,2026-06-09T21:45:13+00:00
rxn:1:43756:7439,0.1457907229661942,23193.0,Q4QQW4,55.0,C[Si](C)(CCCCl)c1cn(-c2ccc(I)cc2F)nn1,5HjRab4totmcmTG1iLaXe9qDMfFGxQ6BpnKLFqtcZUgMdsFn,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T02:30:14+00:00
rxn:1:43756:10961,0.1456482236584028,23193.0,Q4QQW4,53.0,Nc1ncnc2c1ncn2Cc1cn(-c2ccc(I)cc2F)nn1,5CtAbmpfdaNAsbyt9Cz5Nr4uimKHQPRrKia8WwYT8DKPLwvC,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-10T02:30:14+00:00
rxn:1:60111:32589,0.1455889642238617,23206.0,Q4QQW4,60.0,Fc1nc(Br)ccc1-c1cn(I)nn1,5DHyJYdpU4yditLtgpgW3sVMGDWV9jCKE6S155YLa4RakXoz,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-10T18:09:29+00:00
rxn:1:50325:658,0.1455220651626587,23189.0,Q4QQW4,47.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ccc[nH]4)nn3)C2(F)F)s1,5HTmwrcmqjgs5iGYppJ8ujMCnCp3dnwHxvPLUGzCTUM4NRan,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-09T21:45:13+00:00
rxn:1:43756:6508,0.1451234448523749,23206.0,Q4QQW4,17.0,O=Cc1cnn(Cc2cn(-c3ccc(I)cc3F)nn2)c1,5FxN6Q8RqwJ7XQbQYFVijog4qfu1HUoMfia2r9tgPSMZsciZ,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T18:09:29+00:00
rxn:1:60111:38410,0.1448061496019363,23193.0,Q4QQW4,40.0,NC1(c2cn(I)nn2)CC1,5EepKrEevANhhjQvBxiSYY6dL2n8nxSbFyq72yMiPTRWFPSU,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T02:30:14+00:00
rxn:1:42029:23819,0.1443899472554525,23213.0,Q4QQW4,19.0,Cc1ccc(-n2cc(C3(n4ccnn4)CCSCC3)nn2)cc1I,5GP2tpxYdNqAoj55vjknSijr8dfk5Lfp5AtR8WhqoV4dPNzi,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-11T02:32:45+00:00
rxn:1:50325:31138,0.1440685528975267,23206.0,Q4QQW4,55.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4nnc(Br)s4)nn3)C2(F)F)s1,5HjRab4totmcmTG1iLaXe9qDMfFGxQ6BpnKLFqtcZUgMdsFn,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T18:09:29+00:00
rxn:1:60111:204409,0.143719,,,,,,,
rxn:1:49432:23628,0.1437071114778519,23169.0,Q4QQW4,29.0,CC(c1cn(C2(CI)CCNC2)nn1)n1cc(Br)cn1,5HbYAsFP83TgTc2n6HjvEdNo4SLuBNa95axFAvdt858Quju5,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:55769:32421,0.1434659312168757,23189.0,Q4QQW4,55.0,NNC(=O)c1ccc(C2CC2Cn2cc(-c3ncc(Br)[nH]3)nn2)s1,5HjRab4totmcmTG1iLaXe9qDMfFGxQ6BpnKLFqtcZUgMdsFn,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-09T21:45:13+00:00
rxn:1:60111:8639,0.1434203286965688,23169.0,Q4QQW4,63.0,NC1(c2cn(I)nn2)CC2(CCCC2)C1,5EJ7P3hso6z4FShPwohWEqfDAE3BXhNSTUkVA2NnLuGCJwX1,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:50325:1726,0.143394254721128,23206.0,Q4QQW4,14.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cnc(Br)s4)nn3)C2(F)F)s1,5DX3bBzDVjhYeigGrumbYzpdKqzFxiTi3xY6QfpwrabLfsCq,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T18:09:29+00:00
rxn:1:55904:47,0.1431761771440506,23193.0,Q4QQW4,31.0,N#Cc1cnn(Cc2cn(-c3ncc(Br)s3)nn2)c1Br,5HR4bEZ5Zq153qobv89PD5wnvhkFuE5uxG6RMs1WLXoDt9aM,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-10T02:30:14+00:00
rxn:1:62192:2080,0.1428749198498933,23193.0,Q4QQW4,29.0,CCCCC(N)c1cn(-c2ccc(CN3CCCC3)cc2)nn1,5HKuuPHERHZ65EGs5UVTMPYN8sExcwusJw1AMcHXEv9yYtyN,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-10T02:30:14+00:00
rxn:1:60111:38417,0.1427929509769786,23169.0,Q4QQW4,33.0,FC1(c2cn(I)nn2)CNC1,5HjRab4totmcmTG1iLaXe9qDMfFGxQ6BpnKLFqtcZUgMdsFn,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-08T21:41:10+00:00
rxn:1:41711:6341,0.1427203687754544,23193.0,Q4QQW4,41.0,O=C(Cl)OC1(c2cn(-c3ccc(I)cc3Br)nn2)CCSC1,5EJ7P3hso6z4FShPwohWEqfDAE3BXhNSTUkVA2NnLuGCJwX1,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T02:30:14+00:00
rxn:1:42573:1878,0.1426311302185058,23193.0,Q4QQW4,25.0,NNC(=O)c1ccc(C#CCn2cc(-c3cc(Br)c[nH]c3=O)nn2)s1,5C5NXpbaYFuB11bYP5rNPguQmZWMfwWupFULbJnFbsqwdHKb,5F7TexzUicpdUCtrDUK54n14Kdt8Scc2AaFnZZdGN4JecHaE,2026-06-10T02:30:14+00:00
rxn:1:50325:3249,0.1423898889468266,23213.0,Q4QQW4,1.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ncc(Br)s4)nn3)C2(F)F)s1,5EJ7P3hso6z4FShPwohWEqfDAE3BXhNSTUkVA2NnLuGCJwX1,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-11T02:32:45+00:00
rxn:1:55948:2180,0.1423409581184387,23193.0,Q4QQW4,56.0,CSCC(N)c1cn(CCI)nn1,5DfWzqT3eydoTBzTh1oby9ZoYYWsP4bQ4NWrhRzf47xoepjd,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T02:30:14+00:00
